"GENOTYPES","NAME","DFSI","DFFL","DFBO","SPAD1","SPAD2","RWC","MSI","LAI","SLW","BW","NBP","PH","SCYP","GOT","FL","UI","MIC","TENACITY"
950,"Gen_950",68,146,157,24.4,20.4,67.916592,47.67189,1.4,8.67821,1.631676,46,147,96.69,99.48,19.72,61,4.89,18.37
951,"Gen_951",63,132,154,26.0,23.1,61.804116,55.760019,3.31,10.214924,1.529872,51,143,66.81,91.43,18.96,72,4.89,19.4
952,"Gen_952",68,117,125,36.1,26.4,95.188721,77.899897,3.95,9.935083,1.041111,55,135,51.34,63.86,17.3,79,5.55,17.63
953,"Gen_953",64,134,169,38.9,25.1,94.301263,41.94226,4.03,7.923777,1.03093,32,148,58.39,61.55,17.83,77,3.31,16.78
954,"Gen_954",62,147,102,35.7,23.4,93.557897,59.935297,3.91,8.982658,1.43994,40,139,64.48,84.31,17.55,67,4.53,21.56
955,"Gen_955",60,112,135,24.8,28.0,46.330515,46.00299,4.32,7.657149,1.068558,39,131,61.78,88.64,16.06,61,3.58,20.78
956,"Gen_956",62,136,153,41.6,22.6,59.78671,45.512988,3.49,5.583836,1.193456,41,150,86.04,57.53,18.36,65,4.93,15.64
957,"Gen_957",60,117,113,45.3,20.6,74.699875,90.433287,3.87,6.872423,1.056612,34,142,66.25,79.53,17.97,73,3.29,15.62
958,"Gen_958",62,135,157,40.9,28.9,51.311827,59.372876,1.12,12.158341,1.899815,52,141,87.08,54.17,15.23,75,4.72,21.6
959,"Gen_959",63,147,105,20.8,26.3,91.275849,57.326023,2.62,13.813937,1.812382,52,133,62.56,57.71,16.66,76,4.08,18.55
960,"Gen_960",62,102,102,38.6,27.4,40.18576,40.832684,2.91,13.523433,1.736872,37,123,53.37,89.51,16.67,78,3.37,17.63
961,"Gen_961",65,137,151,42.1,29.0,50.824882,92.742926,1.29,10.159175,1.285863,57,139,51.66,97.49,19.8,65,3.89,16.42
962,"Gen_962",64,145,116,43.1,28.4,46.706015,57.77074,2.0,7.299918,1.025237,50,131,62.54,72.13,19.13,65,4.11,21.86
963,"Gen_963",66,136,157,48.3,24.3,46.724652,63.94247,2.49,7.627816,1.40242,50,129,56.67,89.7,16.02,61,4.85,15.87
964,"Gen_964",63,125,135,21.0,28.5,65.218422,59.307338,1.79,11.984997,1.005613,50,125,62.29,86.91,17.35,69,5.08,20.41
965,"Gen_965",68,100,151,46.1,24.6,78.690082,68.149991,3.16,13.022735,1.095652,50,127,85.65,61.41,16.07,61,5.77,17.14
966,"Gen_966",67,103,147,44.5,27.9,92.607458,58.36222,2.38,13.119289,1.388924,35,140,96.37,65.69,17.88,65,4.08,21.19
967,"Gen_967",60,125,149,25.1,23.2,57.09754,56.238529,3.16,7.708058,1.631105,38,145,79.61,75.99,21.02,79,3.46,19.33
968,"Gen_968",70,100,111,31.8,23.7,78.591667,75.639737,2.93,6.023114,1.872751,48,134,86.87,57.0,18.31,79,4.88,20.53
969,"Gen_969",69,123,160,28.4,24.8,96.724163,50.085241,2.76,12.805175,1.966447,32,141,55.38,63.28,18.64,66,5.03,21.57
970,"Gen_970",63,125,155,28.3,27.5,90.353904,83.864226,1.94,5.250108,1.905147,47,123,79.92,66.88,16.35,64,5.03,19.52
971,"Gen_971",61,126,125,24.5,24.7,90.216692,61.827158,3.89,14.490682,1.409888,57,133,53.05,70.03,21.22,71,5.57,19.13
972,"Gen_972",62,131,133,35.3,21.3,65.455558,66.074739,3.67,11.718014,1.661439,31,138,51.21,75.95,15.96,74,4.97,16.0
973,"Gen_973",70,105,127,31.3,26.4,48.303717,94.761061,3.22,6.265601,1.191382,39,150,81.79,98.21,16.34,67,4.36,19.1
974,"Gen_974",70,122,136,49.3,22.9,78.739209,79.741954,4.99,5.599294,1.891533,30,130,84.64,58.51,20.42,67,4.99,20.97
975,"Gen_975",61,107,104,41.1,23.4,86.495797,57.499147,4.97,14.979643,1.980196,37,123,75.62,80.95,21.66,74,3.41,21.02
976,"Gen_976",69,141,133,44.0,27.0,45.800624,52.054857,2.32,10.282159,1.263474,58,147,70.52,79.73,19.69,65,3.02,16.98
977,"Gen_977",65,120,119,30.0,27.3,65.413953,86.745859,3.03,8.160232,1.046724,30,148,61.57,58.96,19.04,72,3.44,21.61
978,"Gen_978",70,135,141,27.1,28.5,43.300278,99.03677,3.49,9.005995,1.725701,37,127,61.62,93.26,18.59,62,4.33,19.08
979,"Gen_979",60,130,106,27.4,20.3,41.567762,90.66236,1.2,11.839998,1.403902,40,135,91.42,95.63,17.35,77,5.41,18.1
980,"Gen_980",65,135,132,25.2,27.5,67.707095,59.428001,3.57,5.136081,1.533925,55,121,61.59,89.63,15.75,80,4.79,18.48
981,"Gen_981",60,145,163,20.1,25.4,90.586579,54.490519,3.48,11.98983,1.94942,43,130,89.56,64.67,17.98,71,3.85,19.61
982,"Gen_982",60,109,131,25.3,24.7,43.958506,94.822838,2.97,14.503358,1.701777,37,146,79.2,74.93,20.06,80,3.34,21.75
983,"Gen_983",67,107,155,34.2,29.9,87.884201,59.075529,2.28,13.719398,1.148478,56,147,61.56,72.49,15.02,78,3.21,18.36
984,"Gen_984",70,108,103,24.2,25.6,99.040892,69.378387,2.76,5.121524,1.114934,36,147,77.94,73.0,19.08,67,3.59,15.08
985,"Gen_985",66,136,169,33.8,28.4,78.597665,83.862358,2.06,14.974463,1.996307,53,121,99.92,74.16,15.74,61,3.69,20.84
986,"Gen_986",68,130,159,33.9,25.9,49.585417,71.937875,1.65,9.6593,1.970559,31,121,58.49,95.85,19.35,74,5.32,16.19
987,"Gen_987",60,130,125,33.4,25.5,65.020854,98.920498,1.5,10.626475,1.085987,54,144,52.22,67.21,15.52,80,4.54,15.79
988,"Gen_988",60,129,151,44.1,22.9,79.153304,92.232188,3.54,11.826011,1.16642,60,132,94.3,53.51,20.53,67,5.37,16.5
989,"Gen_989",63,136,167,41.3,23.0,79.80993,97.758025,3.58,10.422122,1.444992,34,147,72.07,65.26,18.34,77,3.01,21.04
990,"Gen_990",69,134,143,25.8,20.4,87.372162,95.870473,1.33,6.276305,1.521183,43,130,95.51,78.29,16.63,60,5.67,18.2
991,"Gen_991",60,134,138,25.1,27.2,52.135388,77.713118,1.08,8.681645,1.47615,35,135,83.59,58.59,17.34,67,3.12,21.35
992,"Gen_992",68,100,178,33.7,25.9,82.828734,41.66946,4.33,5.758461,1.226059,56,135,60.38,77.01,20.64,77,4.98,19.16
993,"Gen_993",65,138,164,34.3,21.2,75.879846,85.272845,1.51,12.749191,1.073851,39,127,52.95,63.09,18.18,61,3.23,20.27
994,"Gen_994",61,148,168,48.0,23.8,70.190529,79.998853,1.84,10.83086,1.134197,41,135,93.92,95.62,15.47,63,5.06,21.04
995,"Gen_995",60,150,139,35.0,26.0,63.217516,42.945284,3.77,6.248694,1.632619,58,133,85.38,89.41,15.92,77,5.44,19.54
996,"Gen_996",61,109,139,40.3,25.9,58.125747,55.557758,3.99,14.136361,1.18361,42,150,93.2,70.45,17.02,62,4.63,21.12
997,"Gen_997",61,143,149,44.3,27.0,97.210826,79.27366,3.55,11.082792,1.868478,58,132,67.7,64.97,16.45,68,5.21,17.49
998,"Gen_998",68,110,127,31.8,24.0,54.466173,96.543293,4.43,14.758511,1.244847,54,148,68.69,58.04,19.51,64,5.83,20.02
999,"Gen_999",70,129,175,33.3,21.3,56.020792,91.765236,3.58,7.687555,1.792092,39,124,58.05,56.39,20.47,69,3.84,17.63
1000,"Gen_1000",70,143,145,28.0,23.7,80.603403,48.397642,2.01,7.315139,1.271572,35,120,50.97,60.13,19.46,78,3.41,16.1
